ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000117,2025-05-08 00:18:14,CUST_05691,individual,email,api_integration,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,40.55,0,very_negative,0,1,desktop_app,LATAM
TCKT_000133,2025-05-16 15:19:39,CUST_05391,education,web_form,billing,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,12.96,0,very_negative,0,0,desktop_app,APAC
TCKT_000145,2025-05-04 00:29:17,CUST_00159,non_profit,phone_transcript,notifications,bug,medium,resolved,gold,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,36.36,0,positive,5,0,ios,MEA
TCKT_000164,2025-05-14 10:46:48,CUST_08907,education,phone_transcript,billing,bug,low,in_progress,standard,The billing feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,desktop_app,APAC
TCKT_000166,2025-05-22 18:04:58,CUST_01287,enterprise,chat,data_export,how_to,medium,in_progress,standard,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,0,0,web,APAC
TCKT_000399,2025-05-14 14:46:13,CUST_05832,non_profit,in_app,api_integration,security_concern,high,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,1,very_negative,1,0,web,APAC
TCKT_000452,2025-05-02 14:25:50,CUST_08321,small_business,in_app,login_auth,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,17.87,0,very_negative,1,1,web,MEA
TCKT_000500,2025-05-17 16:10:37,CUST_09500,education,chat,data_export,billing_problem,high,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,22.9,0,negative,3,0,web,LATAM
TCKT_000544,2025-05-16 01:39:04,CUST_06796,enterprise,email,data_export,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,26.85,0,negative,3,0,desktop_app,LATAM
TCKT_000551,2025-05-18 03:55:45,CUST_03258,individual,email,mobile_app,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,26.76,0,neutral,4,0,desktop_app,MEA
TCKT_000619,2025-05-14 12:29:04,CUST_07504,non_profit,email,mobile_app,how_to,medium,in_progress,standard,How can I export my data from the mobile app section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,1,neutral,0,0,desktop_app,EU
TCKT_000624,2025-05-17 22:55:45,CUST_04158,enterprise,chat,analytics_dashboard,account_access,low,open,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,1,positive,0,0,desktop_app,
TCKT_000697,2025-05-14 17:25:52,CUST_09851,non_profit,in_app,mobile_app,performance,medium,resolved,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,22.94,0,negative,2,0,android,
TCKT_000716,2025-05-08 21:46:17,CUST_03058,small_business,chat,login_auth,feature_request,medium,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,33.29,0,neutral,4,0,api_client,
