ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000073,2024-05-01 05:15:10,CUST_03736,small_business,in_app,analytics_dashboard,feature_request,high,open,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,web,APAC
TCKT_000080,2024-05-17 04:49:28,CUST_09511,non_profit,phone_transcript,notifications,other,medium,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,27.75,0,neutral,3,0,api_client,LATAM
TCKT_000120,2024-05-24 05:09:33,CUST_01381,enterprise,email,login_auth,how_to,low,resolved,standard,Can you explain how to configure login auth properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,16.29,0,very_positive,5,0,desktop_app,MEA
TCKT_000136,2024-05-30 20:57:48,CUST_04168,enterprise,phone_transcript,billing,security_concern,medium,resolved,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",46.89,0,neutral,3,0,web,MEA
TCKT_000209,2024-05-11 06:09:17,CUST_03587,non_profit,email,mobile_app,security_concern,low,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",43.88,0,neutral,4,1,ios,MEA
TCKT_000212,2024-05-06 12:16:32,CUST_01284,enterprise,phone_transcript,mobile_app,how_to,medium,in_progress,gold,How can I export my data from the mobile app section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,desktop_app,LATAM
TCKT_000411,2024-05-09 21:12:59,CUST_03962,small_business,web_form,api_integration,billing_problem,high,open,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,1,web,EU
TCKT_000440,2024-05-24 08:22:02,CUST_07499,enterprise,chat,api_integration,security_concern,high,on_hold,gold,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,1,negative,3,1,api_client,EU
TCKT_000527,2024-05-09 15:55:29,CUST_07367,education,in_app,mobile_app,billing_problem,medium,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,web,EU
TCKT_000618,2024-05-19 00:06:59,CUST_07634,non_profit,in_app,data_export,feature_request,low,resolved,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,51.34,0,positive,4,1,web,MEA
TCKT_000631,2024-05-31 02:38:50,CUST_02014,education,in_app,data_export,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,40.39,0,negative,3,0,api_client,LATAM
TCKT_000673,2024-05-04 05:30:43,CUST_05610,education,email,mobile_app,billing_problem,high,on_hold,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,ios,APAC
TCKT_000681,2024-05-30 13:26:45,CUST_09904,individual,web_form,data_export,performance,medium,resolved,gold,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,20.82,0,negative,3,0,web,
TCKT_000724,2024-05-06 17:14:40,CUST_06729,small_business,phone_transcript,analytics_dashboard,how_to,low,in_progress,standard,How can I export my data from the analytics dashboard section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,desktop_app,LATAM
TCKT_000796,2024-05-08 07:40:49,CUST_07346,education,phone_transcript,api_integration,billing_problem,medium,in_progress,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,1,api_client,APAC
TCKT_000815,2024-05-24 07:00:12,CUST_03083,enterprise,email,login_auth,feature_request,high,open,gold,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,2,0,web,MEA
TCKT_000838,2024-05-09 21:14:04,CUST_08752,enterprise,phone_transcript,api_integration,performance,high,in_progress,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,LATAM
TCKT_000840,2024-05-29 00:04:34,CUST_09597,enterprise,web_form,analytics_dashboard,security_concern,low,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",54.54,0,very_negative,1,1,web,APAC
TCKT_000883,2024-05-05 17:02:08,CUST_02940,individual,phone_transcript,billing,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,29.44,0,negative,3,0,api_client,MEA
TCKT_000930,2024-05-10 20:33:06,CUST_02612,non_profit,email,notifications,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,6.97,0,neutral,4,1,android,EU
TCKT_000944,2024-05-20 17:51:49,CUST_08824,individual,web_form,billing,other,medium,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,9.0,0,positive,0,0,desktop_app,LATAM
TCKT_000953,2024-05-29 18:12:28,CUST_00125,individual,in_app,notifications,other,high,open,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,1,api_client,MEA
