ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000243,2022-07-20 20:18:55,CUST_09886,education,chat,api_integration,billing_problem,medium,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,desktop_app,EU
TCKT_000283,2022-07-09 21:20:40,CUST_02438,individual,phone_transcript,api_integration,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,14.52,0,negative,0,0,api_client,EU
TCKT_000317,2022-07-31 04:22:15,CUST_05142,non_profit,email,login_auth,bug,low,resolved,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,13.02,0,neutral,3,0,ios,LATAM
TCKT_000329,2022-07-07 12:42:38,CUST_02762,small_business,chat,billing,how_to,high,open,standard,I need help setting up billing for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,0,ios,LATAM
TCKT_000333,2022-07-14 18:42:03,CUST_02306,individual,web_form,notifications,other,high,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,57.44,0,very_positive,5,1,ios,
TCKT_000379,2022-07-04 12:21:36,CUST_03295,education,phone_transcript,login_auth,billing_problem,urgent,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,0.59,0,negative,0,0,android,LATAM
TCKT_000531,2022-07-10 17:53:07,CUST_07506,non_profit,chat,notifications,other,medium,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,6.4,0,neutral,4,0,ios,EU
TCKT_000566,2022-07-02 22:36:07,CUST_04785,education,in_app,analytics_dashboard,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,42.03,0,negative,3,0,api_client,LATAM
TCKT_000605,2022-07-15 11:27:32,CUST_08451,individual,chat,api_integration,security_concern,high,resolved,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",11.56,0,very_negative,2,0,desktop_app,LATAM
TCKT_000639,2022-07-26 11:59:43,CUST_08896,education,web_form,notifications,billing_problem,medium,in_progress,platinum,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,desktop_app,LATAM
TCKT_000640,2022-07-23 12:30:56,CUST_03676,non_profit,web_form,billing,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,18.56,0,negative,2,0,ios,
TCKT_000705,2022-07-26 18:51:56,CUST_06949,education,in_app,api_integration,how_to,urgent,open,gold,I need help setting up api integration for my team.,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,,,0,neutral,4,1,ios,MEA
TCKT_000735,2022-07-17 06:56:58,CUST_02757,non_profit,phone_transcript,mobile_app,security_concern,low,open,gold,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,ios,MEA
TCKT_000757,2022-07-19 21:37:05,CUST_07191,education,phone_transcript,billing,feature_request,medium,resolved,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,7.46,0,neutral,4,0,ios,APAC
TCKT_000823,2022-07-06 06:35:40,CUST_07063,individual,in_app,analytics_dashboard,feature_request,medium,resolved,platinum,It would be great to have analytics dashboard support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,6.04,0,neutral,0,0,api_client,APAC
TCKT_000876,2022-07-14 03:01:08,CUST_04693,enterprise,in_app,mobile_app,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,8.02,1,negative,2,0,android,EU
TCKT_000947,2022-07-16 01:00:02,CUST_00815,individual,phone_transcript,analytics_dashboard,other,medium,resolved,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,7.86,0,neutral,3,0,ios,APAC
TCKT_000982,2022-07-13 19:57:56,CUST_01657,small_business,web_form,mobile_app,feature_request,medium,closed_no_action,standard,Can you add an option to customize mobile app?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,140.65,0,neutral,4,0,android,LATAM
TCKT_001048,2022-07-24 11:44:24,CUST_00395,education,in_app,billing,security_concern,high,in_progress,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,desktop_app,LATAM
TCKT_001080,2022-07-26 20:15:12,CUST_05387,small_business,in_app,billing,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,22.89,0,very_positive,5,0,desktop_app,MEA
TCKT_001137,2022-07-14 09:18:39,CUST_06612,non_profit,phone_transcript,notifications,bug,low,on_hold,gold,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,desktop_app,
TCKT_001147,2022-07-09 20:17:55,CUST_05468,non_profit,email,data_export,how_to,medium,closed_no_action,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,189.16,0,negative,2,0,web,APAC
TCKT_001170,2022-07-09 13:10:53,CUST_02262,non_profit,in_app,notifications,account_access,high,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,22.57,0,very_negative,1,1,web,EU
TCKT_001185,2022-07-03 19:23:43,CUST_04940,non_profit,email,billing,feature_request,low,in_progress,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,api_client,EU
