ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000048,2022-01-27 08:19:20,CUST_07242,individual,in_app,login_auth,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,10.8,0,very_negative,1,1,ios,
TCKT_000141,2022-01-16 03:28:27,CUST_03390,small_business,email,analytics_dashboard,how_to,high,resolved,standard,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,16.2,0,neutral,4,0,android,LATAM
TCKT_000199,2022-01-12 08:44:43,CUST_08715,enterprise,web_form,notifications,bug,low,in_progress,standard,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,api_client,APAC
TCKT_000280,2022-01-18 01:02:22,CUST_00183,individual,phone_transcript,data_export,performance,medium,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,31.49,0,very_negative,2,1,web,MEA
TCKT_000285,2022-01-25 18:58:32,CUST_07095,education,web_form,notifications,how_to,low,in_progress,gold,How can I export my data from the notifications section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,ios,
TCKT_000314,2022-01-01 13:52:56,CUST_03833,non_profit,phone_transcript,notifications,bug,low,on_hold,gold,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,1,negative,0,0,desktop_app,APAC
TCKT_000320,2022-01-07 05:26:17,CUST_00167,enterprise,web_form,api_integration,security_concern,high,on_hold,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,android,LATAM
TCKT_000355,2022-01-17 06:35:50,CUST_00718,individual,in_app,login_auth,performance,medium,resolved,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,25.31,0,very_negative,1,0,android,MEA
TCKT_000357,2022-01-24 07:26:57,CUST_06477,education,in_app,analytics_dashboard,security_concern,high,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",13.86,0,negative,0,0,android,LATAM
TCKT_000377,2022-01-17 13:01:30,CUST_07176,enterprise,chat,mobile_app,performance,low,in_progress,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,web,MEA
TCKT_000398,2022-01-25 04:10:18,CUST_06417,enterprise,email,billing,security_concern,low,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",61.44,1,positive,5,0,web,APAC
TCKT_000401,2022-01-19 04:42:18,CUST_02106,small_business,in_app,data_export,security_concern,medium,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",19.26,0,negative,3,1,api_client,APAC
TCKT_000422,2022-01-24 17:27:33,CUST_08480,individual,email,notifications,billing_problem,medium,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,1,ios,EU
TCKT_000449,2022-01-02 12:38:56,CUST_01269,non_profit,chat,analytics_dashboard,how_to,medium,on_hold,standard,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,android,APAC
TCKT_000494,2022-01-03 21:30:31,CUST_03340,small_business,chat,notifications,bug,low,closed_no_action,standard,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,134.64,0,neutral,3,0,desktop_app,EU
TCKT_000524,2022-01-29 01:02:32,CUST_02729,small_business,in_app,login_auth,bug,high,resolved,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,19.59,0,very_negative,2,0,ios,LATAM
TCKT_000677,2022-01-19 00:51:14,CUST_05989,non_profit,in_app,analytics_dashboard,other,urgent,resolved,standard,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,7.85,0,very_negative,1,0,ios,EU
TCKT_000679,2022-01-08 17:25:38,CUST_03552,individual,email,login_auth,billing_problem,high,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,14.08,0,positive,4,0,desktop_app,
TCKT_000800,2022-01-26 15:16:19,CUST_01075,education,chat,notifications,how_to,medium,resolved,gold,How can I export my data from the notifications section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,6.42,0,very_positive,5,1,android,APAC
TCKT_000922,2022-01-31 09:14:23,CUST_03933,small_business,web_form,notifications,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,33.96,0,neutral,0,0,desktop_app,
TCKT_001069,2022-01-12 23:22:29,CUST_05492,non_profit,in_app,notifications,other,low,open,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,0,0,ios,MEA
TCKT_001101,2022-01-06 04:19:24,CUST_00062,enterprise,phone_transcript,api_integration,how_to,high,resolved,standard,Can you explain how to configure api integration properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,13.46,0,negative,2,0,android,EU
TCKT_001133,2022-01-23 22:31:48,CUST_01591,small_business,email,billing,bug,medium,open,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,0,0,desktop_app,
TCKT_001245,2022-01-01 05:02:59,CUST_09836,non_profit,phone_transcript,billing,other,medium,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,40.64,0,negative,2,0,desktop_app,MEA
TCKT_001261,2022-01-21 02:59:06,CUST_07961,individual,chat,mobile_app,feature_request,low,resolved,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,36.6,0,positive,0,0,ios,LATAM
TCKT_001329,2022-01-03 16:53:17,CUST_07525,individual,chat,data_export,bug,medium,open,standard,I am seeing an error message when I click on data export.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,ios,EU
TCKT_001335,2022-01-16 02:31:08,CUST_01243,enterprise,in_app,notifications,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,ios,EU
TCKT_001413,2022-01-06 10:26:36,CUST_02940,education,email,login_auth,feature_request,medium,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,19.67,0,negative,0,0,api_client,APAC
TCKT_001520,2022-01-24 22:27:31,CUST_09246,education,email,login_auth,account_access,low,resolved,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,21.74,0,very_negative,1,1,api_client,APAC
TCKT_001531,2022-01-10 07:21:09,CUST_03210,enterprise,phone_transcript,notifications,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,46.66,0,negative,2,0,android,APAC
TCKT_001726,2022-01-17 09:53:58,CUST_00543,individual,in_app,data_export,security_concern,medium,resolved,standard,There seems to be a vulnerability in the data export functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",12.57,0,very_negative,2,1,desktop_app,APAC
TCKT_001735,2022-01-05 09:40:57,CUST_09263,individual,phone_transcript,api_integration,how_to,medium,resolved,standard,How can I export my data from the api integration section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,42.71,0,very_positive,5,0,android,
TCKT_001757,2022-01-28 09:36:36,CUST_02912,non_profit,in_app,analytics_dashboard,security_concern,high,in_progress,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,1,0,web,EU
TCKT_001881,2022-01-09 06:25:35,CUST_06688,non_profit,in_app,data_export,security_concern,medium,closed_no_action,standard,There seems to be a vulnerability in the data export functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,173.84,0,positive,0,1,web,MEA
TCKT_001891,2022-01-28 22:40:30,CUST_03506,non_profit,web_form,data_export,how_to,high,resolved,standard,How can I export my data from the data export section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,15.58,0,positive,5,0,web,LATAM
TCKT_001908,2022-01-26 19:42:55,CUST_09076,small_business,web_form,mobile_app,how_to,high,resolved,gold,Can you explain how to configure mobile app properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,7.49,0,neutral,3,0,web,LATAM
TCKT_001927,2022-01-02 05:35:00,CUST_08268,enterprise,email,mobile_app,other,low,closed_no_action,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,84.34,0,positive,5,1,android,APAC
TCKT_001934,2022-01-11 22:56:24,CUST_04888,small_business,in_app,data_export,billing_problem,medium,closed_no_action,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,163.2,0,negative,3,0,web,
TCKT_001984,2022-01-23 10:12:16,CUST_04980,individual,web_form,api_integration,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,32.78,0,negative,0,0,android,LATAM
TCKT_002102,2022-01-15 01:42:26,CUST_06023,individual,chat,analytics_dashboard,how_to,low,resolved,gold,I need help setting up analytics dashboard for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,32.67,0,neutral,0,0,web,LATAM
TCKT_002170,2022-01-31 02:03:12,CUST_02521,enterprise,in_app,billing,billing_problem,low,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,ios,EU
TCKT_002182,2022-01-04 05:04:20,CUST_08455,small_business,phone_transcript,mobile_app,other,medium,in_progress,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,api_client,
TCKT_002195,2022-01-18 21:32:56,CUST_00779,non_profit,phone_transcript,api_integration,how_to,low,resolved,platinum,Can you explain how to configure api integration properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,25.73,0,neutral,0,0,api_client,LATAM
TCKT_002205,2022-01-10 04:08:20,CUST_04275,education,in_app,api_integration,security_concern,medium,on_hold,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,1,api_client,
TCKT_002249,2022-01-07 10:09:59,CUST_08187,non_profit,web_form,login_auth,billing_problem,medium,on_hold,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,web,EU
TCKT_002300,2022-01-08 15:28:12,CUST_08865,small_business,in_app,mobile_app,other,medium,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,11.74,0,negative,0,1,desktop_app,APAC
TCKT_002361,2022-01-02 16:40:51,CUST_05447,enterprise,web_form,login_auth,billing_problem,medium,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,android,APAC
TCKT_002381,2022-01-16 07:16:08,CUST_00798,individual,in_app,billing,feature_request,low,resolved,gold,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,18.97,0,neutral,4,0,web,
TCKT_002424,2022-01-29 19:06:03,CUST_01673,education,email,api_integration,bug,low,on_hold,standard,The api integration feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,web,MEA
TCKT_002481,2022-01-02 02:28:44,CUST_07797,individual,phone_transcript,billing,security_concern,high,resolved,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",21.47,0,very_positive,0,0,desktop_app,
TCKT_002521,2022-01-23 19:36:09,CUST_04109,education,in_app,notifications,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,16.25,0,positive,4,0,desktop_app,MEA
TCKT_002637,2022-01-04 15:17:12,CUST_05660,education,phone_transcript,login_auth,billing_problem,high,in_progress,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,1,desktop_app,APAC
TCKT_002650,2022-01-15 06:09:53,CUST_02092,non_profit,phone_transcript,billing,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,11.82,0,very_negative,1,0,android,
