ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000106,2022-02-14 20:35:54,CUST_01640,enterprise,chat,analytics_dashboard,billing_problem,medium,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,1,neutral,4,1,ios,APAC
TCKT_000146,2022-02-25 10:44:51,CUST_09466,non_profit,web_form,notifications,feature_request,medium,resolved,gold,Can you add an option to customize notifications?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,43.63,0,neutral,0,0,api_client,LATAM
TCKT_000155,2022-02-06 20:39:50,CUST_06528,individual,email,analytics_dashboard,feature_request,low,in_progress,platinum,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,ios,
TCKT_000160,2022-02-03 10:01:36,CUST_01368,enterprise,email,notifications,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,48.33,0,neutral,3,0,api_client,EU
TCKT_000254,2022-02-28 13:27:47,CUST_03809,enterprise,email,billing,billing_problem,medium,on_hold,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,api_client,LATAM
TCKT_000267,2022-02-26 14:04:44,CUST_06417,education,web_form,mobile_app,account_access,medium,on_hold,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,1,desktop_app,
TCKT_000288,2022-02-14 22:17:37,CUST_04425,enterprise,chat,login_auth,performance,high,resolved,gold,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,19.31,0,neutral,0,0,android,APAC
TCKT_000289,2022-02-06 00:04:51,CUST_07171,non_profit,phone_transcript,notifications,how_to,low,resolved,standard,I need help setting up notifications for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,53.65,1,negative,3,0,android,MEA
TCKT_000321,2022-02-23 12:03:00,CUST_01539,non_profit,phone_transcript,api_integration,performance,low,resolved,gold,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,35.86,0,negative,3,0,ios,MEA
TCKT_000354,2022-02-26 06:05:19,CUST_09360,small_business,web_form,mobile_app,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",61.51,0,neutral,3,0,desktop_app,LATAM
TCKT_000404,2022-02-28 12:22:49,CUST_09108,education,phone_transcript,notifications,account_access,high,resolved,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,19.8,1,neutral,0,1,android,
