ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000013,2023-02-22 18:04:40,CUST_02694,small_business,email,notifications,performance,medium,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,ios,
TCKT_000041,2023-02-17 03:42:35,CUST_04381,non_profit,in_app,billing,performance,low,in_progress,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,web,MEA
TCKT_000047,2023-02-20 23:35:20,CUST_01063,enterprise,email,billing,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,43.17,0,neutral,3,0,api_client,
TCKT_000072,2023-02-16 12:24:01,CUST_00877,education,in_app,api_integration,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,72.67,0,negative,3,0,desktop_app,LATAM
TCKT_000086,2023-02-25 16:20:59,CUST_04452,individual,chat,notifications,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",15.98,0,neutral,3,0,api_client,
TCKT_000089,2023-02-15 08:06:11,CUST_00537,education,web_form,billing,security_concern,high,closed_no_action,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,127.86,0,positive,4,1,desktop_app,EU
TCKT_000119,2023-02-14 12:53:05,CUST_09042,education,web_form,billing,bug,medium,in_progress,gold,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,android,MEA
TCKT_000137,2023-02-21 00:23:35,CUST_00779,education,web_form,billing,billing_problem,medium,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,0,ios,MEA
TCKT_000201,2023-02-24 03:18:35,CUST_01257,individual,phone_transcript,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,47.05,0,neutral,3,1,ios,MEA
TCKT_000215,2023-02-26 12:59:49,CUST_09818,individual,phone_transcript,api_integration,security_concern,low,resolved,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",35.96,0,neutral,4,1,desktop_app,LATAM
