ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000128,2022-09-23 07:21:21,CUST_07492,enterprise,in_app,data_export,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,45.26,0,negative,2,0,web,LATAM
TCKT_000172,2022-09-03 09:03:44,CUST_06603,enterprise,in_app,billing,other,urgent,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,,,0,positive,4,0,ios,MEA
TCKT_000205,2022-09-27 19:58:31,CUST_05344,individual,in_app,login_auth,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",18.07,0,neutral,4,0,desktop_app,APAC
TCKT_000359,2022-09-22 03:13:31,CUST_00671,education,in_app,notifications,bug,high,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,2.53,0,positive,4,0,android,
TCKT_000402,2022-09-21 08:55:22,CUST_04892,small_business,email,billing,account_access,low,on_hold,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,desktop_app,EU
TCKT_000435,2022-09-09 05:37:22,CUST_06383,non_profit,email,notifications,feature_request,high,in_progress,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,ios,EU
TCKT_000508,2022-09-12 16:25:57,CUST_07952,education,phone_transcript,login_auth,how_to,high,resolved,standard,How can I export my data from the login auth section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,7.37,0,very_negative,1,0,android,MEA
TCKT_000541,2022-09-17 16:09:41,CUST_04501,non_profit,chat,data_export,how_to,medium,resolved,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,44.86,0,positive,4,0,android,APAC
TCKT_000592,2022-09-27 10:34:59,CUST_01037,enterprise,chat,data_export,bug,low,resolved,gold,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,66.57,0,negative,3,1,desktop_app,APAC
TCKT_000635,2022-09-30 07:19:53,CUST_03216,non_profit,in_app,billing,security_concern,medium,resolved,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",9.75,0,negative,3,0,android,LATAM
