ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000015,2025-06-15 10:10:31,CUST_01999,education,chat,mobile_app,feature_request,low,in_progress,standard,It would be great to have mobile app support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,api_client,MEA
TCKT_000024,2025-06-03 21:37:17,CUST_09493,enterprise,phone_transcript,login_auth,bug,low,on_hold,gold,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,api_client,
TCKT_000042,2025-06-14 20:02:17,CUST_09818,education,in_app,notifications,feature_request,low,in_progress,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,api_client,
TCKT_000083,2025-06-08 06:19:48,CUST_01866,enterprise,chat,mobile_app,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,62.17,0,very_negative,1,0,api_client,
TCKT_000121,2025-06-13 15:11:20,CUST_09611,non_profit,in_app,login_auth,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",24.62,0,neutral,4,1,desktop_app,APAC
TCKT_000167,2025-06-17 23:26:27,CUST_05204,education,email,api_integration,performance,medium,resolved,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,5.91,0,neutral,3,0,android,
TCKT_000203,2025-06-30 08:47:18,CUST_04184,small_business,phone_transcript,data_export,account_access,low,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,55.58,0,neutral,0,1,ios,
TCKT_000310,2025-06-03 06:01:39,CUST_07424,enterprise,web_form,api_integration,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,37.39,0,negative,2,0,api_client,MEA
TCKT_000334,2025-06-01 00:36:37,CUST_08802,individual,phone_transcript,api_integration,how_to,low,open,gold,I need help setting up api integration for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,ios,LATAM
TCKT_000347,2025-06-17 01:22:24,CUST_06220,individual,in_app,api_integration,billing_problem,high,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,15.04,0,very_negative,1,0,api_client,EU
TCKT_000417,2025-06-01 21:03:30,CUST_08096,non_profit,email,data_export,other,high,open,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,android,LATAM
TCKT_000446,2025-06-29 19:51:24,CUST_04536,enterprise,email,mobile_app,billing_problem,high,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,22.76,0,negative,0,1,ios,EU
TCKT_000525,2025-06-17 12:54:33,CUST_02631,non_profit,web_form,mobile_app,performance,high,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,6.56,0,negative,2,0,ios,EU
TCKT_000540,2025-06-28 07:04:10,CUST_06501,non_profit,web_form,notifications,bug,high,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,10.9,0,negative,2,1,api_client,APAC
TCKT_000583,2025-06-08 22:49:17,CUST_07368,individual,web_form,billing,feature_request,urgent,closed_no_action,standard,Our team needs more advanced options for billing.,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,99.18,0,very_positive,5,0,android,EU
TCKT_000801,2025-06-17 03:34:17,CUST_04609,individual,web_form,api_integration,other,high,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,1,api_client,LATAM
